session_uid,package,source_run,session_id,artifact_dir,frida_trace_path,agent_log_path,faithfulness_verdict,judge_version,inclusion_status,inclusion_reason,quality_tag,meaningful_event_count,coverage_gap,human_label,notes
co.electriccoin.zcash.foss__bulk_llm_benign_v6__ec04a971d6b5_llm_s1,co.electriccoin.zcash.foss,bulk_llm_benign_v6,ec04a971d6b5_llm_s1,logs/bulk_llm_benign_v6/ec04a971d6b5_co.electriccoin.zcash.foss/dynamic/llm/session_1,logs/bulk_llm_benign_v6/ec04a971d6b5_co.electriccoin.zcash.foss/dynamic/llm/session_1/co.electriccoin.zcash.foss_frida.jsonl,logs/bulk_llm_benign_v6/ec04a971d6b5_co.electriccoin.zcash.foss/dynamic/llm/session_1/co.electriccoin.zcash.foss_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,flailing-retained-for-volume,FLAILING_SUSPECT,6218,Core flows from expected use largely touched; residual: Interact with discovered UI: View · View,,flailing: mechanical_majority: 66/67 successful actions are back/wait/swipe/scroll (99%); named_functional_taps=0; dominant_screen: hash 29894992f24c… on 67/67 steps (100%); named_functional_taps=0
code.name.monkey.retromusic__bulk_llm_benign_v6__c1898e1fcef7_llm_s1,code.name.monkey.retromusic,bulk_llm_benign_v6,c1898e1fcef7_llm_s1,logs/bulk_llm_benign_v6/c1898e1fcef7_code.name.monkey.retromusic/dynamic/llm/session_1,logs/bulk_llm_benign_v6/c1898e1fcef7_code.name.monkey.retromusic/dynamic/llm/session_1/code.name.monkey.retromusic_frida.jsonl,logs/bulk_llm_benign_v6/c1898e1fcef7_code.name.monkey.retromusic/dynamic/llm/session_1/code.name.monkey.retromusic_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,740,deeper planned goals beyond early steps (10 planned),FAITHFUL,
com.a4a.g8invoicing__bulk_llm_benign_v6__a4b6351831d0_llm_s1,com.a4a.g8invoicing,bulk_llm_benign_v6,a4b6351831d0_llm_s1,logs/bulk_llm_benign_v6/a4b6351831d0_com.a4a.g8invoicing/dynamic/llm/session_1,logs/bulk_llm_benign_v6/a4b6351831d0_com.a4a.g8invoicing/dynamic/llm/session_1/com.a4a.g8invoicing_frida.jsonl,logs/bulk_llm_benign_v6/a4b6351831d0_com.a4a.g8invoicing/dynamic/llm/session_1/com.a4a.g8invoicing_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,flailing-retained-for-volume,FLAILING_SUSPECT,19,Core flows from expected use largely touched; residual: Interact with discovered UI: View · View · View · View · View · View · View · View · View,,flailing: mechanical_majority: 61/62 successful actions are back/wait/swipe/scroll (98%); named_functional_taps=0
com.aa.mynotes__bulk_llm_benign_v6__39f747d20cbb_llm_s1,com.aa.mynotes,bulk_llm_benign_v6,39f747d20cbb_llm_s1,logs/bulk_llm_benign_v6/39f747d20cbb_com.aa.mynotes/dynamic/llm/session_1,logs/bulk_llm_benign_v6/39f747d20cbb_com.aa.mynotes/dynamic/llm/session_1/com.aa.mynotes_frida.jsonl,logs/bulk_llm_benign_v6/39f747d20cbb_com.aa.mynotes/dynamic/llm/session_1/com.aa.mynotes_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,2,deeper planned goals beyond early steps (8 planned),,
com.aaronjwood.portauthority__bulk_llm_benign_v6__416791a88e5a_llm_s1,com.aaronjwood.portauthority,bulk_llm_benign_v6,416791a88e5a_llm_s1,logs/bulk_llm_benign_v6/416791a88e5a_com.aaronjwood.portauthority/dynamic/llm/session_1,logs/bulk_llm_benign_v6/416791a88e5a_com.aaronjwood.portauthority/dynamic/llm/session_1/com.aaronjwood.portauthority_frida.jsonl,logs/bulk_llm_benign_v6/416791a88e5a_com.aaronjwood.portauthority/dynamic/llm/session_1/com.aaronjwood.portauthority_llm_actions.jsonl,PARTIAL,judge_v1_75pct,INCLUDED,partial,LOW_CONFIDENCE,10,login-gated or secondary flows beyond initial functional screen; deeper planned goals beyond early steps (8 planned),,
com.abast.homebot__bulk_llm_benign_v6__0d358c85c2da_llm_s1,com.abast.homebot,bulk_llm_benign_v6,0d358c85c2da_llm_s1,logs/bulk_llm_benign_v6/0d358c85c2da_com.abast.homebot/dynamic/llm/session_1,logs/bulk_llm_benign_v6/0d358c85c2da_com.abast.homebot/dynamic/llm/session_1/com.abast.homebot_frida.jsonl,logs/bulk_llm_benign_v6/0d358c85c2da_com.abast.homebot/dynamic/llm/session_1/com.abast.homebot_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,flailing-retained-for-volume,FLAILING_SUSPECT,44,deeper planned goals beyond early steps (6 planned),,flailing: same_element_cycle: screen hash 84f16ebbbf65… dominates (100%) and top named target repeated 13/13 times
com.abcdjdj.rootverifier__bulk_llm_benign_v6__44d550be3d49_llm_s1,com.abcdjdj.rootverifier,bulk_llm_benign_v6,44d550be3d49_llm_s1,logs/bulk_llm_benign_v6/44d550be3d49_com.abcdjdj.rootverifier/dynamic/llm/session_1,logs/bulk_llm_benign_v6/44d550be3d49_com.abcdjdj.rootverifier/dynamic/llm/session_1/com.abcdjdj.rootverifier_frida.jsonl,logs/bulk_llm_benign_v6/44d550be3d49_com.abcdjdj.rootverifier/dynamic/llm/session_1/com.abcdjdj.rootverifier_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,flailing-retained-for-volume,FLAILING_SUSPECT,378,deeper planned goals beyond early steps (6 planned),,flailing: same_element_cycle: screen hash 95b17bbc7f77… dominates (88%) and top named target repeated 54/54 times
com.abhijitvalluri.android.fitnotifications__bulk_llm_benign_v6__6c59c1411181_llm_s1,com.abhijitvalluri.android.fitnotifications,bulk_llm_benign_v6,6c59c1411181_llm_s1,logs/bulk_llm_benign_v6/6c59c1411181_com.abhijitvalluri.android.fitnotifications/dynamic/llm/session_1,logs/bulk_llm_benign_v6/6c59c1411181_com.abhijitvalluri.android.fitnotifications/dynamic/llm/session_1/com.abhijitvalluri.android.fitnotifications_frida.jsonl,logs/bulk_llm_benign_v6/6c59c1411181_com.abhijitvalluri.android.fitnotifications/dynamic/llm/session_1/com.abhijitvalluri.android.fitnotifications_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,100,deeper planned goals beyond early steps (7 planned),FAITHFUL,
com.absinthe.libchecker__bulk_llm_benign_v6__ac1ff15c10bf_llm_s1,com.absinthe.libchecker,bulk_llm_benign_v6,ac1ff15c10bf_llm_s1,logs/bulk_llm_benign_v6/ac1ff15c10bf_com.absinthe.libchecker/dynamic/llm/session_1,logs/bulk_llm_benign_v6/ac1ff15c10bf_com.absinthe.libchecker/dynamic/llm/session_1/com.absinthe.libchecker_frida.jsonl,logs/bulk_llm_benign_v6/ac1ff15c10bf_com.absinthe.libchecker/dynamic/llm/session_1/com.absinthe.libchecker_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,305,deeper planned goals beyond early steps (6 planned),,
com.acktarius.concealauthenticator__bulk_llm_benign_v6__2a139aedc941_llm_s1,com.acktarius.concealauthenticator,bulk_llm_benign_v6,2a139aedc941_llm_s1,logs/bulk_llm_benign_v6/2a139aedc941_com.acktarius.concealauthenticator/dynamic/llm/session_1,logs/bulk_llm_benign_v6/2a139aedc941_com.acktarius.concealauthenticator/dynamic/llm/session_1/com.acktarius.concealauthenticator_frida.jsonl,logs/bulk_llm_benign_v6/2a139aedc941_com.acktarius.concealauthenticator/dynamic/llm/session_1/com.acktarius.concealauthenticator_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,4693,"Core flows from expected use largely touched; residual: Open app, configure or use security feature (connect/browse settings); login may gate full use",,
com.acszo.redomi.repo__bulk_llm_benign_v6__ece8ad15a259_llm_s1,com.acszo.redomi.repo,bulk_llm_benign_v6,ece8ad15a259_llm_s1,logs/bulk_llm_benign_v6/ece8ad15a259_com.acszo.redomi.repo/dynamic/llm/session_1,logs/bulk_llm_benign_v6/ece8ad15a259_com.acszo.redomi.repo/dynamic/llm/session_1/com.acszo.redomi.repo_frida.jsonl,logs/bulk_llm_benign_v6/ece8ad15a259_com.acszo.redomi.repo/dynamic/llm/session_1/com.acszo.redomi.repo_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,flailing-retained-for-volume,FLAILING_SUSPECT,0,Core flows from expected use largely touched; residual: Interact with discovered UI: View · View · View · View · View · View · View,,flailing: mechanical_majority: 62/63 successful actions are back/wait/swipe/scroll (98%); named_functional_taps=0
com.activitymanager__bulk_llm_benign_v6__321daeb8a717_llm_s1,com.activitymanager,bulk_llm_benign_v6,321daeb8a717_llm_s1,logs/bulk_llm_benign_v6/321daeb8a717_com.activitymanager/dynamic/llm/session_1,logs/bulk_llm_benign_v6/321daeb8a717_com.activitymanager/dynamic/llm/session_1/com.activitymanager_frida.jsonl,logs/bulk_llm_benign_v6/321daeb8a717_com.activitymanager/dynamic/llm/session_1/com.activitymanager_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,136,deeper planned goals beyond early steps (10 planned),,
com.addismaptransit.app__bulk_llm_benign_v6__4d62aecc9873_llm_s1,com.addismaptransit.app,bulk_llm_benign_v6,4d62aecc9873_llm_s1,logs/bulk_llm_benign_v6/4d62aecc9873_com.addismaptransit.app/dynamic/llm/session_1,logs/bulk_llm_benign_v6/4d62aecc9873_com.addismaptransit.app/dynamic/llm/session_1/com.addismaptransit.app_frida.jsonl,logs/bulk_llm_benign_v6/4d62aecc9873_com.addismaptransit.app/dynamic/llm/session_1/com.addismaptransit.app_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,flailing-retained-for-volume,FLAILING_SUSPECT,241,deeper planned goals beyond early steps (6 planned),,flailing: same_element_cycle: screen hash f0d9c4fa6b30… dominates (100%) and top named target repeated 24/27 times
com.adeeteya.digital_calculator__bulk_llm_benign_v6__4377e1b3efef_llm_s1,com.adeeteya.digital_calculator,bulk_llm_benign_v6,4377e1b3efef_llm_s1,logs/bulk_llm_benign_v6/4377e1b3efef_com.adeeteya.digital_calculator/dynamic/llm/session_1,logs/bulk_llm_benign_v6/4377e1b3efef_com.adeeteya.digital_calculator/dynamic/llm/session_1/com.adeeteya.digital_calculator_frida.jsonl,logs/bulk_llm_benign_v6/4377e1b3efef_com.adeeteya.digital_calculator/dynamic/llm/session_1/com.adeeteya.digital_calculator_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,flailing-retained-for-volume,FLAILING_SUSPECT,24,deeper planned goals beyond early steps (10 planned),,flailing: same_element_cycle: screen hash f69509f02916… dominates (100%) and top named target repeated 4/4 times
com.adeeteya.font_gallery__bulk_llm_benign_v6__c2420ddfd46b_llm_s1,com.adeeteya.font_gallery,bulk_llm_benign_v6,c2420ddfd46b_llm_s1,logs/bulk_llm_benign_v6/c2420ddfd46b_com.adeeteya.font_gallery/dynamic/llm/session_1,logs/bulk_llm_benign_v6/c2420ddfd46b_com.adeeteya.font_gallery/dynamic/llm/session_1/com.adeeteya.font_gallery_frida.jsonl,logs/bulk_llm_benign_v6/c2420ddfd46b_com.adeeteya.font_gallery/dynamic/llm/session_1/com.adeeteya.font_gallery_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,1,deeper planned goals beyond early steps (10 planned),,
com.adeeteya.markdown_editor__bulk_llm_benign_v6__f7271ed23a7d_llm_s1,com.adeeteya.markdown_editor,bulk_llm_benign_v6,f7271ed23a7d_llm_s1,logs/bulk_llm_benign_v6/f7271ed23a7d_com.adeeteya.markdown_editor/dynamic/llm/session_1,logs/bulk_llm_benign_v6/f7271ed23a7d_com.adeeteya.markdown_editor/dynamic/llm/session_1/com.adeeteya.markdown_editor_frida.jsonl,logs/bulk_llm_benign_v6/f7271ed23a7d_com.adeeteya.markdown_editor/dynamic/llm/session_1/com.adeeteya.markdown_editor_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,1,Core flows from expected use largely touched; residual: create and edit user content,,
com.adgad.kboard__bulk_llm_benign_v6__0c41a145063b_llm_s1,com.adgad.kboard,bulk_llm_benign_v6,0c41a145063b_llm_s1,logs/bulk_llm_benign_v6/0c41a145063b_com.adgad.kboard/dynamic/llm/session_1,logs/bulk_llm_benign_v6/0c41a145063b_com.adgad.kboard/dynamic/llm/session_1/com.adgad.kboard_frida.jsonl,logs/bulk_llm_benign_v6/0c41a145063b_com.adgad.kboard/dynamic/llm/session_1/com.adgad.kboard_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,6,deeper planned goals beyond early steps (5 planned),,
com.adguard.android.contentblocker__bulk_llm_benign_v6__bd60f30ea529_llm_s1,com.adguard.android.contentblocker,bulk_llm_benign_v6,bd60f30ea529_llm_s1,logs/bulk_llm_benign_v6/bd60f30ea529_com.adguard.android.contentblocker/dynamic/llm/session_1,logs/bulk_llm_benign_v6/bd60f30ea529_com.adguard.android.contentblocker/dynamic/llm/session_1/com.adguard.android.contentblocker_frida.jsonl,logs/bulk_llm_benign_v6/bd60f30ea529_com.adguard.android.contentblocker/dynamic/llm/session_1/com.adguard.android.contentblocker_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,2,deeper planned goals beyond early steps (10 planned),,
com.aefyr.sai.fdroid__bulk_llm_benign_v6__cb96838c9a64_llm_s1,com.aefyr.sai.fdroid,bulk_llm_benign_v6,cb96838c9a64_llm_s1,logs/bulk_llm_benign_v6/cb96838c9a64_com.aefyr.sai.fdroid/dynamic/llm/session_1,logs/bulk_llm_benign_v6/cb96838c9a64_com.aefyr.sai.fdroid/dynamic/llm/session_1/com.aefyr.sai.fdroid_frida.jsonl,logs/bulk_llm_benign_v6/cb96838c9a64_com.aefyr.sai.fdroid/dynamic/llm/session_1/com.aefyr.sai.fdroid_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,120,deeper planned goals beyond early steps (6 planned),,
com.GTP.eveminer__bulk_llm_benign_v6__68c61bf76203_llm_s1,com.GTP.eveminer,bulk_llm_benign_v6,68c61bf76203_llm_s1,logs/bulk_llm_benign_v6/68c61bf76203_com.GTP.eveminer/dynamic/llm/session_1,logs/bulk_llm_benign_v6/68c61bf76203_com.GTP.eveminer/dynamic/llm/session_1/com.GTP.eveminer_frida.jsonl,logs/bulk_llm_benign_v6/68c61bf76203_com.GTP.eveminer/dynamic/llm/session_1/com.GTP.eveminer_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,10867,deeper planned goals beyond early steps (7 planned),FAITHFUL,
com.LAPARCELA.nihonoari__bulk_llm_benign_v6__aab20cbdc017_llm_s1,com.LAPARCELA.nihonoari,bulk_llm_benign_v6,aab20cbdc017_llm_s1,logs/bulk_llm_benign_v6/aab20cbdc017_com.LAPARCELA.nihonoari/dynamic/llm/session_1,logs/bulk_llm_benign_v6/aab20cbdc017_com.LAPARCELA.nihonoari/dynamic/llm/session_1/com.LAPARCELA.nihonoari_frida.jsonl,logs/bulk_llm_benign_v6/aab20cbdc017_com.LAPARCELA.nihonoari/dynamic/llm/session_1/com.LAPARCELA.nihonoari_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,1,"Core flows from expected use largely touched; residual: Interact with discovered UI: LICENSES Button · Hiragana
Include Hiragana sy CheckBox · Ka · Dismiss View · あ い う え お Che",,
com.MarcosDiez.shareviahttp__bulk_llm_benign_v6__7da2d823d945_llm_s1,com.MarcosDiez.shareviahttp,bulk_llm_benign_v6,7da2d823d945_llm_s1,logs/bulk_llm_benign_v6/7da2d823d945_com.MarcosDiez.shareviahttp/dynamic/llm/session_1,logs/bulk_llm_benign_v6/7da2d823d945_com.MarcosDiez.shareviahttp/dynamic/llm/session_1/com.MarcosDiez.shareviahttp_frida.jsonl,logs/bulk_llm_benign_v6/7da2d823d945_com.MarcosDiez.shareviahttp/dynamic/llm/session_1/com.MarcosDiez.shareviahttp_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,flailing-retained-for-volume,FLAILING_SUSPECT,0,deeper planned goals beyond early steps (10 planned),,flailing: same_element_cycle: screen hash 7e65c7d1ce9c… dominates (93%) and top named target repeated 39/50 times
InfinityLoop1309.NewPipeEnhanced__bulk_llm_benign_v6__b77ab89fd70e_llm_s1,InfinityLoop1309.NewPipeEnhanced,bulk_llm_benign_v6,b77ab89fd70e_llm_s1,logs/bulk_llm_benign_v6/b77ab89fd70e_InfinityLoop1309.NewPipeEnhanced/dynamic/llm/session_1,logs/bulk_llm_benign_v6/b77ab89fd70e_InfinityLoop1309.NewPipeEnhanced/dynamic/llm/session_1/InfinityLoop1309.NewPipeEnhanced_frida.jsonl,logs/bulk_llm_benign_v6/b77ab89fd70e_InfinityLoop1309.NewPipeEnhanced/dynamic/llm/session_1/InfinityLoop1309.NewPipeEnhanced_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,391,deeper planned goals beyond early steps (9 planned),,
