session_id,package,app_class,tier,tags,sim_status,faithfulness_verdict,effective_ft,back_wait_ratio,meaningful_frida_22cat,coverage_gap,artifact_dir,frida_trace_path,agent_log_path,named_functional_explore_taps,functional_explore_screens,c0_pass,analyze_status,data_quality_status,session_mode,hook_version
24e9101cdb34_llm_s3,cat.jordihernandez.cinecat,other,reference,FAITHFUL_VALIDATED,success,FAITHFUL,52,0.0,42,deeper planned goals beyond early steps (8 planned),logs/bulk_llm_benign_v2/24e9101cdb34_cat.jordihernandez.cinecat/dynamic/llm/session_3,logs/bulk_llm_benign_v2/24e9101cdb34_cat.jordihernandez.cinecat/dynamic/llm/session_3/cat.jordihernandez.cinecat_frida.jsonl,logs/bulk_llm_benign_v2/24e9101cdb34_cat.jordihernandez.cinecat/dynamic/llm/session_3/cat.jordihernandez.cinecat_llm_actions.jsonl,52,2,yes,success,good,varied,3
3b7d66351a6d_llm_s1,cat.mvmike.minimalcalendarwidget,other,volume,FAITHFUL_VALIDATED,failed:ux_quality_gate,PARTIAL,43,0.0,486,Core flows from expected use largely touched; residual: Interact with discovered UI: LinearLayout · LinearLayout · LinearLayout · LinearLayout · ,logs/bulk_llm_benign_v2/3b7d66351a6d_cat.mvmike.minimalcalendarwidget/dynamic/llm/session_1,logs/bulk_llm_benign_v2/3b7d66351a6d_cat.mvmike.minimalcalendarwidget/dynamic/llm/session_1/cat.mvmike.minimalcalendarwidget_frida.jsonl,logs/bulk_llm_benign_v2/3b7d66351a6d_cat.mvmike.minimalcalendarwidget/dynamic/llm/session_1/cat.mvmike.minimalcalendarwidget_llm_actions.jsonl,0,1,no,success,good,identical,3
3b7d66351a6d_llm_s2,cat.mvmike.minimalcalendarwidget,other,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT,failed:ux_quality_gate,PARTIAL,43,0.0,446,Core flows from expected use largely touched; residual: Interact with discovered UI: LinearLayout · LinearLayout · LinearLayout · LinearLayout · ,logs/bulk_llm_benign_v2/3b7d66351a6d_cat.mvmike.minimalcalendarwidget/dynamic/llm/session_2,logs/bulk_llm_benign_v2/3b7d66351a6d_cat.mvmike.minimalcalendarwidget/dynamic/llm/session_2/cat.mvmike.minimalcalendarwidget_frida.jsonl,logs/bulk_llm_benign_v2/3b7d66351a6d_cat.mvmike.minimalcalendarwidget/dynamic/llm/session_2/cat.mvmike.minimalcalendarwidget_llm_actions.jsonl,0,1,no,success,good,identical,3
3b7d66351a6d_llm_s3,cat.mvmike.minimalcalendarwidget,other,volume,FAITHFUL_VALIDATED,failed:ux_quality_gate,PARTIAL,43,0.0,674,Core flows from expected use largely touched; residual: Interact with discovered UI: LinearLayout · LinearLayout · LinearLayout · LinearLayout · ,logs/bulk_llm_benign_v2/3b7d66351a6d_cat.mvmike.minimalcalendarwidget/dynamic/llm/session_3,logs/bulk_llm_benign_v2/3b7d66351a6d_cat.mvmike.minimalcalendarwidget/dynamic/llm/session_3/cat.mvmike.minimalcalendarwidget_frida.jsonl,logs/bulk_llm_benign_v2/3b7d66351a6d_cat.mvmike.minimalcalendarwidget/dynamic/llm/session_3/cat.mvmike.minimalcalendarwidget_llm_actions.jsonl,0,1,no,success,good,varied,3
f99b827f9bd9_llm_s1,cat.naval.atalaya,other,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT,failed:ux_quality_gate,FAITHFUL,37,0.0,2,Core flows from expected use largely touched; residual: Interact with discovered UI: View · View · View · View · View · View,logs/bulk_llm_benign_v2/f99b827f9bd9_cat.naval.atalaya/dynamic/llm/session_1,logs/bulk_llm_benign_v2/f99b827f9bd9_cat.naval.atalaya/dynamic/llm/session_1/cat.naval.atalaya_frida.jsonl,logs/bulk_llm_benign_v2/f99b827f9bd9_cat.naval.atalaya/dynamic/llm/session_1/cat.naval.atalaya_llm_actions.jsonl,0,2,yes,success,weak:low_meaningful_events,identical,3
f99b827f9bd9_llm_s2,cat.naval.atalaya,other,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT,failed:ux_quality_gate,FAITHFUL,37,0.0,2,Core flows from expected use largely touched; residual: Interact with discovered UI: View · View · View · View · View · View,logs/bulk_llm_benign_v2/f99b827f9bd9_cat.naval.atalaya/dynamic/llm/session_2,logs/bulk_llm_benign_v2/f99b827f9bd9_cat.naval.atalaya/dynamic/llm/session_2/cat.naval.atalaya_frida.jsonl,logs/bulk_llm_benign_v2/f99b827f9bd9_cat.naval.atalaya/dynamic/llm/session_2/cat.naval.atalaya_llm_actions.jsonl,0,2,yes,success,weak:low_meaningful_events,identical,3
f99b827f9bd9_llm_s3,cat.naval.atalaya,other,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT,failed:ux_quality_gate,FAITHFUL,37,0.0,2,Core flows from expected use largely touched; residual: Interact with discovered UI: View · View · View · View · View · View,logs/bulk_llm_benign_v2/f99b827f9bd9_cat.naval.atalaya/dynamic/llm/session_3,logs/bulk_llm_benign_v2/f99b827f9bd9_cat.naval.atalaya/dynamic/llm/session_3/cat.naval.atalaya_frida.jsonl,logs/bulk_llm_benign_v2/f99b827f9bd9_cat.naval.atalaya/dynamic/llm/session_3/cat.naval.atalaya_llm_actions.jsonl,0,2,yes,success,weak:low_meaningful_events,varied,3
f7415d4c5521_llm_s1,cat.naval.florae,other,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT,success,FAITHFUL,28,0.0667,13,deeper planned goals beyond early steps (8 planned),logs/bulk_llm_benign_v2/f7415d4c5521_cat.naval.florae/dynamic/llm/session_1,logs/bulk_llm_benign_v2/f7415d4c5521_cat.naval.florae/dynamic/llm/session_1/cat.naval.florae_frida.jsonl,logs/bulk_llm_benign_v2/f7415d4c5521_cat.naval.florae/dynamic/llm/session_1/cat.naval.florae_llm_actions.jsonl,28,6,yes,success,good,identical,3
f7415d4c5521_llm_s2,cat.naval.florae,other,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT,success,FAITHFUL,28,0.0667,13,deeper planned goals beyond early steps (8 planned),logs/bulk_llm_benign_v2/f7415d4c5521_cat.naval.florae/dynamic/llm/session_2,logs/bulk_llm_benign_v2/f7415d4c5521_cat.naval.florae/dynamic/llm/session_2/cat.naval.florae_frida.jsonl,logs/bulk_llm_benign_v2/f7415d4c5521_cat.naval.florae/dynamic/llm/session_2/cat.naval.florae_llm_actions.jsonl,28,6,yes,success,good,identical,3
f7415d4c5521_llm_s3,cat.naval.florae,other,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT,success,FAITHFUL,28,0.0667,13,deeper planned goals beyond early steps (8 planned),logs/bulk_llm_benign_v2/f7415d4c5521_cat.naval.florae/dynamic/llm/session_3,logs/bulk_llm_benign_v2/f7415d4c5521_cat.naval.florae/dynamic/llm/session_3/cat.naval.florae_frida.jsonl,logs/bulk_llm_benign_v2/f7415d4c5521_cat.naval.florae/dynamic/llm/session_3/cat.naval.florae_llm_actions.jsonl,28,6,yes,success,good,varied,3
25fb94886baa_llm_s1,cat.pantsu.nyaapantsu,other,volume,AUTH_GATED,failed:skip:login_required,FAILED,21,0.087,20,login-gated or secondary flows beyond initial functional screen,logs/bulk_llm_benign_v2/25fb94886baa_cat.pantsu.nyaapantsu/dynamic/llm/session_1,logs/bulk_llm_benign_v2/25fb94886baa_cat.pantsu.nyaapantsu/dynamic/llm/session_1/cat.pantsu.nyaapantsu_frida.jsonl,logs/bulk_llm_benign_v2/25fb94886baa_cat.pantsu.nyaapantsu/dynamic/llm/session_1/cat.pantsu.nyaapantsu_llm_actions.jsonl,21,8,yes,success,good,identical,3
25fb94886baa_llm_s2,cat.pantsu.nyaapantsu,other,volume,AUTH_GATED,failed:skip:login_required,FAILED,21,0.087,19,login-gated or secondary flows beyond initial functional screen,logs/bulk_llm_benign_v2/25fb94886baa_cat.pantsu.nyaapantsu/dynamic/llm/session_2,logs/bulk_llm_benign_v2/25fb94886baa_cat.pantsu.nyaapantsu/dynamic/llm/session_2/cat.pantsu.nyaapantsu_frida.jsonl,logs/bulk_llm_benign_v2/25fb94886baa_cat.pantsu.nyaapantsu/dynamic/llm/session_2/cat.pantsu.nyaapantsu_llm_actions.jsonl,21,8,yes,success,good,identical,3
25fb94886baa_llm_s3,cat.pantsu.nyaapantsu,other,volume,AUTH_GATED,failed:skip:login_required,FAILED,21,0.087,19,login-gated or secondary flows beyond initial functional screen,logs/bulk_llm_benign_v2/25fb94886baa_cat.pantsu.nyaapantsu/dynamic/llm/session_3,logs/bulk_llm_benign_v2/25fb94886baa_cat.pantsu.nyaapantsu/dynamic/llm/session_3/cat.pantsu.nyaapantsu_frida.jsonl,logs/bulk_llm_benign_v2/25fb94886baa_cat.pantsu.nyaapantsu/dynamic/llm/session_3/cat.pantsu.nyaapantsu_llm_actions.jsonl,21,8,yes,success,good,varied,3
17a4f591a9d6_llm_s1,cc.calliope.mini,other,volume,FLAILING_SUSPECT|ZERO_MEANINGFUL_FRIDA|EXPLORE_NON_NAVIGABLE,failed:explore_non_navigable,FAILED,0,1.0,0,Core flows from expected use largely touched; residual: General app (cc.calliope.mini),logs/bulk_llm_benign_v2/17a4f591a9d6_cc.calliope.mini/dynamic/llm/session_1,logs/bulk_llm_benign_v2/17a4f591a9d6_cc.calliope.mini/dynamic/llm/session_1/cc.calliope.mini_frida.jsonl,logs/bulk_llm_benign_v2/17a4f591a9d6_cc.calliope.mini/dynamic/llm/session_1/cc.calliope.mini_llm_actions.jsonl,0,0,no,success,weak:low_meaningful_events,identical,3
17a4f591a9d6_llm_s2,cc.calliope.mini,other,volume,FLAILING_SUSPECT|ZERO_MEANINGFUL_FRIDA|EXPLORE_NON_NAVIGABLE,failed:explore_non_navigable,FAILED,0,1.0,0,Core flows from expected use largely touched; residual: General app (cc.calliope.mini),logs/bulk_llm_benign_v2/17a4f591a9d6_cc.calliope.mini/dynamic/llm/session_2,logs/bulk_llm_benign_v2/17a4f591a9d6_cc.calliope.mini/dynamic/llm/session_2/cc.calliope.mini_frida.jsonl,logs/bulk_llm_benign_v2/17a4f591a9d6_cc.calliope.mini/dynamic/llm/session_2/cc.calliope.mini_llm_actions.jsonl,0,0,no,success,weak:low_meaningful_events,identical,3
17a4f591a9d6_llm_s3,cc.calliope.mini,other,volume,FLAILING_SUSPECT|ZERO_MEANINGFUL_FRIDA|EXPLORE_NON_NAVIGABLE,failed:explore_non_navigable,FAILED,0,1.0,0,Core flows from expected use largely touched; residual: General app (cc.calliope.mini),logs/bulk_llm_benign_v2/17a4f591a9d6_cc.calliope.mini/dynamic/llm/session_3,logs/bulk_llm_benign_v2/17a4f591a9d6_cc.calliope.mini/dynamic/llm/session_3/cc.calliope.mini_frida.jsonl,logs/bulk_llm_benign_v2/17a4f591a9d6_cc.calliope.mini/dynamic/llm/session_3/cc.calliope.mini_llm_actions.jsonl,0,0,no,success,weak:low_meaningful_events,varied,3
69610ac6ba2f_llm_s1,cc.chenhe.qqnotifyevo,other,volume,FAITHFUL_VALIDATED,failed:bad_handoff,FAITHFUL,31,0.0,8,Core flows from expected use largely touched; residual: Interact with discovered UI: View · View · View · View · View · View · View · View · View · View · View · View · View · ,logs/bulk_llm_benign_v2/69610ac6ba2f_cc.chenhe.qqnotifyevo/dynamic/llm/session_1,logs/bulk_llm_benign_v2/69610ac6ba2f_cc.chenhe.qqnotifyevo/dynamic/llm/session_1/cc.chenhe.qqnotifyevo_frida.jsonl,logs/bulk_llm_benign_v2/69610ac6ba2f_cc.chenhe.qqnotifyevo/dynamic/llm/session_1/cc.chenhe.qqnotifyevo_llm_actions.jsonl,0,5,yes,success,good,identical,3
69610ac6ba2f_llm_s2,cc.chenhe.qqnotifyevo,other,volume,FAITHFUL_VALIDATED,failed:bad_handoff,FAITHFUL,31,0.0,10,Core flows from expected use largely touched; residual: Interact with discovered UI: View · View · View · View · View · View · View · View · View · View · View · View · View · ,logs/bulk_llm_benign_v2/69610ac6ba2f_cc.chenhe.qqnotifyevo/dynamic/llm/session_2,logs/bulk_llm_benign_v2/69610ac6ba2f_cc.chenhe.qqnotifyevo/dynamic/llm/session_2/cc.chenhe.qqnotifyevo_frida.jsonl,logs/bulk_llm_benign_v2/69610ac6ba2f_cc.chenhe.qqnotifyevo/dynamic/llm/session_2/cc.chenhe.qqnotifyevo_llm_actions.jsonl,0,5,yes,success,good,identical,3
69610ac6ba2f_llm_s3,cc.chenhe.qqnotifyevo,other,volume,FAITHFUL_VALIDATED,failed:bad_handoff,FAITHFUL,31,0.0,10,Core flows from expected use largely touched; residual: Interact with discovered UI: View · View · View · View · View · View · View · View · View · View · View · View · View · ,logs/bulk_llm_benign_v2/69610ac6ba2f_cc.chenhe.qqnotifyevo/dynamic/llm/session_3,logs/bulk_llm_benign_v2/69610ac6ba2f_cc.chenhe.qqnotifyevo/dynamic/llm/session_3/cc.chenhe.qqnotifyevo_frida.jsonl,logs/bulk_llm_benign_v2/69610ac6ba2f_cc.chenhe.qqnotifyevo/dynamic/llm/session_3/cc.chenhe.qqnotifyevo_llm_actions.jsonl,0,5,yes,success,good,varied,3
1266fdc2dbbf_llm_s1,cc.echonet.coolmicapp,other,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT,success,FAITHFUL,34,0.0,1803,deeper planned goals beyond early steps (9 planned),logs/bulk_llm_benign_v2/1266fdc2dbbf_cc.echonet.coolmicapp/dynamic/llm/session_1,logs/bulk_llm_benign_v2/1266fdc2dbbf_cc.echonet.coolmicapp/dynamic/llm/session_1/cc.echonet.coolmicapp_frida.jsonl,logs/bulk_llm_benign_v2/1266fdc2dbbf_cc.echonet.coolmicapp/dynamic/llm/session_1/cc.echonet.coolmicapp_llm_actions.jsonl,34,4,yes,success,good,identical,3
1266fdc2dbbf_llm_s2,cc.echonet.coolmicapp,other,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT,success,FAITHFUL,34,0.0,1803,deeper planned goals beyond early steps (9 planned),logs/bulk_llm_benign_v2/1266fdc2dbbf_cc.echonet.coolmicapp/dynamic/llm/session_2,logs/bulk_llm_benign_v2/1266fdc2dbbf_cc.echonet.coolmicapp/dynamic/llm/session_2/cc.echonet.coolmicapp_frida.jsonl,logs/bulk_llm_benign_v2/1266fdc2dbbf_cc.echonet.coolmicapp/dynamic/llm/session_2/cc.echonet.coolmicapp_llm_actions.jsonl,34,4,yes,success,good,identical,3
1266fdc2dbbf_llm_s3,cc.echonet.coolmicapp,other,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT,success,FAITHFUL,34,0.0,1803,deeper planned goals beyond early steps (9 planned),logs/bulk_llm_benign_v2/1266fdc2dbbf_cc.echonet.coolmicapp/dynamic/llm/session_3,logs/bulk_llm_benign_v2/1266fdc2dbbf_cc.echonet.coolmicapp/dynamic/llm/session_3/cc.echonet.coolmicapp_frida.jsonl,logs/bulk_llm_benign_v2/1266fdc2dbbf_cc.echonet.coolmicapp/dynamic/llm/session_3/cc.echonet.coolmicapp_llm_actions.jsonl,34,4,yes,success,good,varied,3
64de55f0293d_llm_s1,cc.kafuu.bilidownload,other,reference,FAITHFUL_VALIDATED,success,FAITHFUL,30,0.4231,8,deeper planned goals beyond early steps (9 planned),logs/bulk_llm_benign_v2/64de55f0293d_cc.kafuu.bilidownload/dynamic/llm/session_1,logs/bulk_llm_benign_v2/64de55f0293d_cc.kafuu.bilidownload/dynamic/llm/session_1/cc.kafuu.bilidownload_frida.jsonl,logs/bulk_llm_benign_v2/64de55f0293d_cc.kafuu.bilidownload/dynamic/llm/session_1/cc.kafuu.bilidownload_llm_actions.jsonl,29,3,yes,success,good,identical,3
64de55f0293d_llm_s2,cc.kafuu.bilidownload,other,reference,FAITHFUL_VALIDATED,success,FAITHFUL,30,0.4231,8,deeper planned goals beyond early steps (9 planned),logs/bulk_llm_benign_v2/64de55f0293d_cc.kafuu.bilidownload/dynamic/llm/session_2,logs/bulk_llm_benign_v2/64de55f0293d_cc.kafuu.bilidownload/dynamic/llm/session_2/cc.kafuu.bilidownload_frida.jsonl,logs/bulk_llm_benign_v2/64de55f0293d_cc.kafuu.bilidownload/dynamic/llm/session_2/cc.kafuu.bilidownload_llm_actions.jsonl,29,3,yes,success,good,identical,3
64de55f0293d_llm_s3,cc.kafuu.bilidownload,other,reference,FAITHFUL_VALIDATED,success,FAITHFUL,30,0.4231,8,deeper planned goals beyond early steps (9 planned),logs/bulk_llm_benign_v2/64de55f0293d_cc.kafuu.bilidownload/dynamic/llm/session_3,logs/bulk_llm_benign_v2/64de55f0293d_cc.kafuu.bilidownload/dynamic/llm/session_3/cc.kafuu.bilidownload_frida.jsonl,logs/bulk_llm_benign_v2/64de55f0293d_cc.kafuu.bilidownload/dynamic/llm/session_3/cc.kafuu.bilidownload_llm_actions.jsonl,29,3,yes,success,good,varied,3
ca273a004806_llm_s1,cc.narumi.chaldea.fdroid,other,volume,FAITHFUL_VALIDATED,failed:bad_handoff,FAITHFUL,32,0.0,111,post-explore execute goals not reached; deeper planned goals beyond early steps (10 planned),logs/bulk_llm_benign_v2/ca273a004806_cc.narumi.chaldea.fdroid/dynamic/llm/session_1,logs/bulk_llm_benign_v2/ca273a004806_cc.narumi.chaldea.fdroid/dynamic/llm/session_1/cc.narumi.chaldea.fdroid_frida.jsonl,logs/bulk_llm_benign_v2/ca273a004806_cc.narumi.chaldea.fdroid/dynamic/llm/session_1/cc.narumi.chaldea.fdroid_llm_actions.jsonl,32,10,yes,success,good,identical,3
ca273a004806_llm_s2,cc.narumi.chaldea.fdroid,other,volume,FAITHFUL_VALIDATED,failed:bad_handoff,FAITHFUL,35,0.0,105,post-explore execute goals not reached; deeper planned goals beyond early steps (7 planned),logs/bulk_llm_benign_v2/ca273a004806_cc.narumi.chaldea.fdroid/dynamic/llm/session_2,logs/bulk_llm_benign_v2/ca273a004806_cc.narumi.chaldea.fdroid/dynamic/llm/session_2/cc.narumi.chaldea.fdroid_frida.jsonl,logs/bulk_llm_benign_v2/ca273a004806_cc.narumi.chaldea.fdroid/dynamic/llm/session_2/cc.narumi.chaldea.fdroid_llm_actions.jsonl,35,10,yes,success,good,identical,3
ca273a004806_llm_s3,cc.narumi.chaldea.fdroid,other,volume,FAITHFUL_VALIDATED,failed:bad_handoff,FAITHFUL,35,0.0,101,post-explore execute goals not reached; deeper planned goals beyond early steps (8 planned),logs/bulk_llm_benign_v2/ca273a004806_cc.narumi.chaldea.fdroid/dynamic/llm/session_3,logs/bulk_llm_benign_v2/ca273a004806_cc.narumi.chaldea.fdroid/dynamic/llm/session_3/cc.narumi.chaldea.fdroid_frida.jsonl,logs/bulk_llm_benign_v2/ca273a004806_cc.narumi.chaldea.fdroid/dynamic/llm/session_3/cc.narumi.chaldea.fdroid_llm_actions.jsonl,35,10,yes,success,good,varied,3
fcf6e2200df2_llm_s1,cc.polysfaer.stochapop,other,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT,failed:ux_quality_gate,FAITHFUL,37,0.0,30,Core flows from expected use largely touched; residual: Interact with discovered UI: View · View · View · View · View · View · View · View · View · View · View · View · View · ,logs/bulk_llm_benign_v2/fcf6e2200df2_cc.polysfaer.stochapop/dynamic/llm/session_1,logs/bulk_llm_benign_v2/fcf6e2200df2_cc.polysfaer.stochapop/dynamic/llm/session_1/cc.polysfaer.stochapop_frida.jsonl,logs/bulk_llm_benign_v2/fcf6e2200df2_cc.polysfaer.stochapop/dynamic/llm/session_1/cc.polysfaer.stochapop_llm_actions.jsonl,0,3,yes,success,good,identical,3
fcf6e2200df2_llm_s2,cc.polysfaer.stochapop,other,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT,failed:ux_quality_gate,FAITHFUL,37,0.0,30,Core flows from expected use largely touched; residual: Interact with discovered UI: View · View · View · View · View · View · View · View · View · View · View · View · View · ,logs/bulk_llm_benign_v2/fcf6e2200df2_cc.polysfaer.stochapop/dynamic/llm/session_2,logs/bulk_llm_benign_v2/fcf6e2200df2_cc.polysfaer.stochapop/dynamic/llm/session_2/cc.polysfaer.stochapop_frida.jsonl,logs/bulk_llm_benign_v2/fcf6e2200df2_cc.polysfaer.stochapop/dynamic/llm/session_2/cc.polysfaer.stochapop_llm_actions.jsonl,0,3,yes,success,good,identical,3
fcf6e2200df2_llm_s3,cc.polysfaer.stochapop,other,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT,failed:ux_quality_gate,FAITHFUL,37,0.0,30,Core flows from expected use largely touched; residual: Interact with discovered UI: View · View · View · View · View · View · View · View · View · View · View · View · View · ,logs/bulk_llm_benign_v2/fcf6e2200df2_cc.polysfaer.stochapop/dynamic/llm/session_3,logs/bulk_llm_benign_v2/fcf6e2200df2_cc.polysfaer.stochapop/dynamic/llm/session_3/cc.polysfaer.stochapop_frida.jsonl,logs/bulk_llm_benign_v2/fcf6e2200df2_cc.polysfaer.stochapop/dynamic/llm/session_3/cc.polysfaer.stochapop_llm_actions.jsonl,0,3,yes,success,good,varied,3
a6fe0fbf0e63_llm_s1,cc.sovellus.vrcaa,other,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT,failed:ux_quality_gate,PARTIAL,45,0.0,97,Core flows from expected use largely touched; residual: Interact with discovered UI: View · Button · EditText · EditText,logs/bulk_llm_benign_v2/a6fe0fbf0e63_cc.sovellus.vrcaa/dynamic/llm/session_1,logs/bulk_llm_benign_v2/a6fe0fbf0e63_cc.sovellus.vrcaa/dynamic/llm/session_1/cc.sovellus.vrcaa_frida.jsonl,logs/bulk_llm_benign_v2/a6fe0fbf0e63_cc.sovellus.vrcaa/dynamic/llm/session_1/cc.sovellus.vrcaa_llm_actions.jsonl,0,1,no,success,good,identical,3
a6fe0fbf0e63_llm_s2,cc.sovellus.vrcaa,other,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT,failed:ux_quality_gate,PARTIAL,45,0.0,97,Core flows from expected use largely touched; residual: Interact with discovered UI: View · Button · EditText · EditText,logs/bulk_llm_benign_v2/a6fe0fbf0e63_cc.sovellus.vrcaa/dynamic/llm/session_2,logs/bulk_llm_benign_v2/a6fe0fbf0e63_cc.sovellus.vrcaa/dynamic/llm/session_2/cc.sovellus.vrcaa_frida.jsonl,logs/bulk_llm_benign_v2/a6fe0fbf0e63_cc.sovellus.vrcaa/dynamic/llm/session_2/cc.sovellus.vrcaa_llm_actions.jsonl,0,1,no,success,good,identical,3
a6fe0fbf0e63_llm_s3,cc.sovellus.vrcaa,other,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT,failed:ux_quality_gate,PARTIAL,45,0.0,97,Core flows from expected use largely touched; residual: Interact with discovered UI: View · Button · EditText · EditText,logs/bulk_llm_benign_v2/a6fe0fbf0e63_cc.sovellus.vrcaa/dynamic/llm/session_3,logs/bulk_llm_benign_v2/a6fe0fbf0e63_cc.sovellus.vrcaa/dynamic/llm/session_3/cc.sovellus.vrcaa_frida.jsonl,logs/bulk_llm_benign_v2/a6fe0fbf0e63_cc.sovellus.vrcaa/dynamic/llm/session_3/cc.sovellus.vrcaa_llm_actions.jsonl,0,1,no,success,good,varied,3
86b80fef253c_llm_s1,cf.playhi.freezeyou,other,reference,FAITHFUL_VALIDATED,success,FAITHFUL,24,0.5102,267,deeper planned goals beyond early steps (10 planned),logs/bulk_llm_benign_v2/86b80fef253c_cf.playhi.freezeyou/dynamic/llm/session_1,logs/bulk_llm_benign_v2/86b80fef253c_cf.playhi.freezeyou/dynamic/llm/session_1/cf.playhi.freezeyou_frida.jsonl,logs/bulk_llm_benign_v2/86b80fef253c_cf.playhi.freezeyou/dynamic/llm/session_1/cf.playhi.freezeyou_llm_actions.jsonl,24,1,yes,success,good,identical,3
86b80fef253c_llm_s2,cf.playhi.freezeyou,other,reference,FAITHFUL_VALIDATED,success,FAITHFUL,24,0.5102,267,deeper planned goals beyond early steps (10 planned),logs/bulk_llm_benign_v2/86b80fef253c_cf.playhi.freezeyou/dynamic/llm/session_2,logs/bulk_llm_benign_v2/86b80fef253c_cf.playhi.freezeyou/dynamic/llm/session_2/cf.playhi.freezeyou_frida.jsonl,logs/bulk_llm_benign_v2/86b80fef253c_cf.playhi.freezeyou/dynamic/llm/session_2/cf.playhi.freezeyou_llm_actions.jsonl,24,1,yes,success,good,identical,3
86b80fef253c_llm_s3,cf.playhi.freezeyou,other,reference,FAITHFUL_VALIDATED,success,FAITHFUL,24,0.5102,267,deeper planned goals beyond early steps (10 planned),logs/bulk_llm_benign_v2/86b80fef253c_cf.playhi.freezeyou/dynamic/llm/session_3,logs/bulk_llm_benign_v2/86b80fef253c_cf.playhi.freezeyou/dynamic/llm/session_3/cf.playhi.freezeyou_frida.jsonl,logs/bulk_llm_benign_v2/86b80fef253c_cf.playhi.freezeyou/dynamic/llm/session_3/cf.playhi.freezeyou_llm_actions.jsonl,24,1,yes,success,good,varied,3
b0da3329a6ec_llm_s1,cf.theonewiththebraid.guerrilla_mail,comm,volume,FLAILING_SUSPECT|ZERO_MEANINGFUL_FRIDA,failed:no_goal_progress,FAILED,2,0.9355,0,Core flows from expected use largely touched; residual: Interact with discovered UI: Reload Button,logs/bulk_llm_benign_v2/b0da3329a6ec_cf.theonewiththebraid.guerrilla_mail/dynamic/llm/session_1,logs/bulk_llm_benign_v2/b0da3329a6ec_cf.theonewiththebraid.guerrilla_mail/dynamic/llm/session_1/cf.theonewiththebraid.guerrilla_mail_frida.jsonl,logs/bulk_llm_benign_v2/b0da3329a6ec_cf.theonewiththebraid.guerrilla_mail/dynamic/llm/session_1/cf.theonewiththebraid.guerrilla_mail_llm_actions.jsonl,2,1,no,success,weak:low_meaningful_events,identical,3
b0da3329a6ec_llm_s2,cf.theonewiththebraid.guerrilla_mail,comm,volume,FLAILING_SUSPECT|ZERO_MEANINGFUL_FRIDA,failed:no_goal_progress,FAILED,2,0.9375,0,Core flows from expected use largely touched; residual: Interact with discovered UI: Reload Button,logs/bulk_llm_benign_v2/b0da3329a6ec_cf.theonewiththebraid.guerrilla_mail/dynamic/llm/session_2,logs/bulk_llm_benign_v2/b0da3329a6ec_cf.theonewiththebraid.guerrilla_mail/dynamic/llm/session_2/cf.theonewiththebraid.guerrilla_mail_frida.jsonl,logs/bulk_llm_benign_v2/b0da3329a6ec_cf.theonewiththebraid.guerrilla_mail/dynamic/llm/session_2/cf.theonewiththebraid.guerrilla_mail_llm_actions.jsonl,2,1,no,success,weak:low_meaningful_events,identical,3
b0da3329a6ec_llm_s3,cf.theonewiththebraid.guerrilla_mail,comm,volume,FLAILING_SUSPECT|ZERO_MEANINGFUL_FRIDA,failed:no_goal_progress,FAILED,2,0.9333,0,Core flows from expected use largely touched; residual: Interact with discovered UI: Reload Button,logs/bulk_llm_benign_v2/b0da3329a6ec_cf.theonewiththebraid.guerrilla_mail/dynamic/llm/session_3,logs/bulk_llm_benign_v2/b0da3329a6ec_cf.theonewiththebraid.guerrilla_mail/dynamic/llm/session_3/cf.theonewiththebraid.guerrilla_mail_frida.jsonl,logs/bulk_llm_benign_v2/b0da3329a6ec_cf.theonewiththebraid.guerrilla_mail/dynamic/llm/session_3/cf.theonewiththebraid.guerrilla_mail_llm_actions.jsonl,2,1,no,success,weak:low_meaningful_events,varied,3
